name,province,type,status,effective_date,notes
"Dysart, Dudley, Harcourt, Guilford, Harburn, Bruton, Havelock, Eyre and Clyde, United Townships of",Ontario,Lower Tier,Registered,2012-01-01,
"Ear Falls, Township of",Ontario,Single Tier,Registered,2012-01-01,
"East Ferris, Township of",Ontario,Single Tier,Registered,2012-01-01,
"East Garafraxa, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"East Gwillimbury, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"East Hawkesbury, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"East Zorra-Tavistock, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Edwardsburgh/Cardinal, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Elgin, County of",Ontario,Upper Tier,Registered,2012-01-01,
"Elizabethtown-Kitley, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Elliot Lake, City of",Ontario,Single Tier,Registered,2012-01-01,
"Emo, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Englehart, Town of",Ontario,Single Tier,Registered,2012-01-01,
"Enniskillen, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Erin, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Espanola, Town of",Ontario,Single Tier,Registered,2012-01-01,
"Essa, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Essex, County of",Ontario,Upper Tier,Registered,2012-01-01,
"Essex, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Evanturel, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Faraday, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Fauquier-Strickland, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Fort Erie, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Fort Frances, Town of",Ontario,Single Tier,Registered,2012-01-01,
"French River, Municipality of",Ontario,Single Tier,Registered,2012-01-01,
"Front of Yonge, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Frontenac, County of",Ontario,Upper Tier,Registered,2012-01-01,
"Frontenac Islands, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Gananoque, Town of",Ontario,Single Tier,Registered,2012-01-01,
"Gauthier, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Georgian Bay, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Georgian Bluffs, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Georgina, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Gillies, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Goderich, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Gordon/Barrie Island, Municipality of",Ontario,Single Tier,Registered,2012-01-01,
"Gore Bay, Town of",Ontario,Single Tier,Registered,2012-01-01,
"Grand Valley, Town of (formerly East Luther Grand Valley, Township of)",Ontario,Lower Tier,Registered,2012-01-01,Effective date of name change 2014-08-12
"Gravenhurst, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Greater Madawaska, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Greater Napanee, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Greater Sudbury, City of",Ontario,Single Tier,Registered,2012-01-01,
"Greenstone, Municipality of",Ontario,Single Tier,Registered,2012-01-01,
"Grey, County of",Ontario,Upper Tier,Registered,2012-01-01,
"Grey Highlands, Municipality of",Ontario,Lower Tier,Registered,2012-01-01,
"Grimsby, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Guelph, City of",Ontario,Single Tier,Registered,2012-01-01,
"Guelph/Eramosa, Township of",Ontario,Lower Tier,Registered,2012-01-01,
Haldimand County,Ontario,Single Tier,Registered,2012-01-01,
"Haliburton, County of",Ontario,Upper Tier,Registered,2012-01-01,
"Halton, Regional Municipality of",Ontario,Upper Tier,Registered,2012-01-01,
"Halton Hills, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Hamilton, City of",Ontario,Single Tier,Registered,2012-01-01,
"Hamilton, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Hanover, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Harley, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Harris, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Hastings, County of",Ontario,Upper Tier,Registered,2012-01-01,
"Hastings Highlands, Municipality of",Ontario,Lower Tier,Registered,2012-01-01,
"Havelock-Belmont-Methuen, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Hawkesbury, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Head, Clara and Maria, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Hearst, Town of",Ontario,Single Tier,Registered,2012-01-01,
"Highlands East, Municipality of",Ontario,Lower Tier,Registered,2012-01-01,
"Hilliard, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Hilton, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Hilton Beach, Village of",Ontario,Single Tier,Registered,2012-01-01,
"Hornepayne, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Horton, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Howick, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Hudson, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Huntsville, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Huron, County of",Ontario,Upper Tier,Registered,2012-01-01,
"Huron East, Municipality of",Ontario,Lower Tier,Registered,2012-01-01,
"Huron Shores, Municipality of",Ontario,Single Tier,Registered,2012-01-01,
"Huron-Kinloss, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Ignace, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Ingersoll, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Innisfil, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Iroquois Falls, Town of",Ontario,Single Tier,Registered,2012-01-01,
"James, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Jocelyn, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Johnson, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Joly, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Kapuskasing, Town of",Ontario,Single Tier,Registered,2012-01-01,
"Kawartha Lakes, City of",Ontario,Single Tier,Registered,2012-01-01,
"Kearney, Town of",Ontario,Single Tier,Registered,2012-01-01,
"Kenora, City of",Ontario,Single Tier,Registered,2012-01-01,
"Kerns, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Killaloe, Hagarty and Richards, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Killarney, Municipality of",Ontario,Single Tier,Registered,2012-01-01,
"Kincardine, Municipality of",Ontario,Lower Tier,Registered,2012-01-01,
"King, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Kingston, City of",Ontario,Single Tier,Registered,2012-01-01,
"Kingsville, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Kirkland Lake, Town of",Ontario,Single Tier,Registered,2012-01-01,
"Kitchener, City of",Ontario,Lower Tier,Registered,2012-01-01,
"La Vallee, Township of",Ontario,Single Tier,Registered,2012-01-01,
"LaSalle, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Laird, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Lake of Bays, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Lake of the Woods, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Lakeshore, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Lambton, County of",Ontario,Upper Tier,Registered,2012-01-01,
"Lambton Shores, Municipality of",Ontario,Lower Tier,Registered,2012-01-01,
"Lanark, County of",Ontario,Upper Tier,Registered,2012-01-01,
"Lanark Highlands, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Larder Lake, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Latchford, Town of",Ontario,Single Tier,Registered,2012-01-01,
"Laurentian Hills, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Laurentian Valley, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Leamington, Municipality of",Ontario,Lower Tier,Registered,2012-01-01,
"Leeds and Grenville, United Counties of",Ontario,Upper Tier,Registered,2012-01-01,
"Leeds and the Thousand Islands, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Lennox and Addington, County of",Ontario,Upper Tier,Registered,2012-01-01,
"Limerick, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Lincoln, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"London, City of",Ontario,Single Tier,Registered,2012-01-01,
"Loyalist, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Lucan Biddulph, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Macdonald, Meredith and Aberdeen Additional, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Machar, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Machin, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Madawaska Valley, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Madoc, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Magnetawan, Municipality of",Ontario,Single Tier,Registered,2012-01-01,
"Malahide, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Manitouwadge, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Mapleton, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Marathon, Town of",Ontario,Single Tier,Registered,2012-01-01,
"Markham, City of",Ontario,Lower Tier,Registered,2012-01-01,
"Markstay-Warren, Municipality of",Ontario,Single Tier,Registered,2012-01-01,
"Marmora and Lake, Municipality of",Ontario,Lower Tier,Registered,2012-01-01,
"Matachewan, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Mattawa, Town of",Ontario,Single Tier,Registered,2012-01-01,
"Mattawan, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Mattice-Val Côté, Township of",Ontario,Single Tier,Registered,2012-01-01,
"McDougall, Township of",Ontario,Single Tier,Registered,2012-01-01,
"McGarry, Township of",Ontario,Single Tier,Registered,2012-01-01,
"McKellar, Township of",Ontario,Single Tier,Registered,2012-01-01,
"McMurrich/Monteith, Township of",Ontario,Single Tier,Registered,2012-01-01,
"McNab/Braeside, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Meaford, Municipality of",Ontario,Lower Tier,Registered,2012-01-01,
"Melancthon, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Merrickville-Wolford, Village of",Ontario,Lower Tier,Registered,2012-01-01,
"Middlesex, County of",Ontario,Upper Tier,Registered,2012-01-01,
"Middlesex Centre, Municipality of",Ontario,Lower Tier,Registered,2012-01-01,
"Midland, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Milton,Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Minden Hills, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Minto, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Mississauga, City of",Ontario,Lower Tier,Registered,2012-01-01,
"Mississippi Mills, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Mono, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Montague, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Moonbeam, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Moosonee, Town of",Ontario,Single Tier,Registered,2012-01-01,
"Morley, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Morris-Turnberry, Municipality of",Ontario,Lower Tier,Registered,2012-01-01,
"Mulmur, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Muskoka, District Municipality of",Ontario,Upper Tier,Registered,2012-01-01,
"Muskoka Lakes, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Nairn and Hyman, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Neebing, Municipality of",Ontario,Single Tier,Registered,2012-01-01,
"New Tecumseth, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Newbury, Village of",Ontario,Lower Tier,Registered,2012-01-01,
"Newmarket, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Niagara, Reginoal Municipality of",Ontario,Upper Tier,Registered,2012-01-01,
"Niagara Falls, City of",Ontario,Lower Tier,Registered,2012-01-01,
"Niagara-on-the-Lake, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Nipigon, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Nipissing, Township of",Ontario,Single Tier,Registered,2012-01-01,
Norfolk County,Ontario,Single Tier,Registered,2012-01-01,
"North Algona Wilberforce, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"North Bay, City of",Ontario,Single Tier,Registered,2012-01-01,
"North Dumfries, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"North Dundas, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"North Frontenac, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"North Glengarry, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"North Grenville, Municipality of",Ontario,Lower Tier,Registered,2012-01-01,
"North Huron, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"North Kawartha, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"North Middlesex, Municipality of",Ontario,Lower Tier,Registered,2012-01-01,
"North Perth, Municipality of",Ontario,Lower Tier,Registered,2012-01-01,
"North Stormont, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Northeastern Manitoulin and The Islands,Town of",Ontario,Single Tier,Registered,2012-01-01,
"Northern Bruce Peninsula, Municipality of",Ontario,Lower Tier,Registered,2012-01-01,
"Northumberland, County of",Ontario,Upper Tier,Registered,2012-01-01,
"Norwich, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Oakville, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"O'Connor, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Oil Springs, Village of",Ontario,Lower Tier,Registered,2012-01-01,
"Oliver Paipoonge, Municipality of",Ontario,Single Tier,Registered,2012-01-01,
"Opasatika, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Orangeville, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Orillia, City of",Ontario,Single Tier,Registered,2012-01-01,
"Oro-Medonte, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Oshawa, City of",Ontario,Lower Tier,Registered,2012-01-01,
"Otonabee-South Monaghan, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Ottawa, City of",Ontario,Single Tier,Registered,2012-01-01,
"Owen Sound, City of",Ontario,Lower Tier,Registered,2012-01-01,
"Oxford, County of",Ontario,Upper Tier,Registered,2012-01-01,
"Papineau-Cameron, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Parry Sound, Town of",Ontario,Single Tier,Registered,2012-01-01,
"Peel, Regional Municipality of",Ontario,Upper Tier,Registered,2012-01-01,
"Pelee, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Pelham, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Pembroke, City of",Ontario,Single Tier,Registered,2012-01-01,
"Penetanguishene, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Perry, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Perth, County of",Ontario,Upper Tier,Registered,2012-01-01,
"Perth, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Perth East, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Perth South, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Petawawa, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Peterborough, County of",Ontario,Upper Tier,Registered,2012-01-01,
"Peterborough, City of",Ontario,Single Tier,Registered,2012-01-01,
"Petrolia, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Pickering, City of",Ontario,Lower Tier,Registered,2012-01-01,
"Pickle Lake, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Plummer Additional, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Plympton-Wyoming, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Point Edward, Village of",Ontario,Lower Tier,Registered,2012-01-01,
"Port Colborne, City of",Ontario,Lower Tier,Registered,2012-01-01,
"Port Hope, Municipality of",Ontario,Lower Tier,Registered,2012-01-01,
"Powassan, Municipality of",Ontario,Single Tier,Registered,2012-01-01,
"Prescott, Town of",Ontario,Single Tier,Registered,2012-01-01,
"Prescott and Russell, United Counties of",Ontario,Upper Tier,Registered,2012-01-01,
"Prince, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Prince Edward, County of",Ontario,Single Tier,Registered,2012-01-01,
"Puslinch, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Quinte West, City of",Ontario,Single Tier,Registered,2012-01-01,
"Rainy River, Town of",Ontario,Single Tier,Registered,2012-01-01,
"Ramara, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Red Lake, Municipality of",Ontario,Lower Tier,Registered,2012-01-01,
"Red Rock, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Renfrew, County of",Ontario,Upper Tier,Registered,2012-01-01,
"Renfrew, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Richmond Hill, Town of",Ontario,Lower Tier,Registered,2012-01-01,
"Rideau Lakes, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Russell, Township of",Ontario,Lower Tier,Registered,2012-01-01,
"Ryerson, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Sables-Spanish Rivers, Township of",Ontario,Single Tier,Registered,2012-01-01,
"Sarnia, City of",Ontario,Lower Tier,Registered,2012-01-01,
"Saugeen Shores, Town of",Ontario,Lower Tier,Registered,2012-01-01,
